NOTA,NOTA_AÑO,NOTA_DURACION (min),NOTA_GENERO,NOTA_DIRECCION,NOTA_PROTAGONISTA,NOTA_PAIS,NOTA_VOTOS,AÑO_RANKING,DURACION_RANKING,GENERO_RANKING,DIRECCION_RANKING,PROTAGONISTA_RANKING,PAIS_RANKING,VOTOS_RANKING
6.4,6.42,6.43,6.69,6.4,6.7,6.81,6.4,1,1,9,2,3,4,2
5.9,6.7,6.55,6.4,5.95,5.9,6.48,6.3,5,2,5,0,0,3,1
6.5,6.58,6.56,6.51,6.1,6.64,6.48,6.5,3,2,6,1,3,3,2
7.3,6.61,6.55,6.63,6.9,7.3,6.52,7.3,4,2,8,4,5,3,5
6.4,6.4,6.66,6.63,6.4,6.4,6.46,6.4,0,2,8,2,2,3,2
7.1,6.69,6.55,6.47,6.42,6.34,6.43,7.1,5,2,6,2,2,2,4
6.5,6.71,6.41,6.28,6.36,6.5,6.48,6.5,5,1,3,2,2,3,2
5.8,6.49,6.53,6.63,5.8,6.3,6.48,5.95,2,1,8,0,1,3,0
5.8,6.42,6.51,6.63,5.95,6.4,6.49,5.8,1,1,8,0,2,3,0
7.3,6.6,6.58,6.4,7.3,6.65,6.48,7.3,4,2,5,6,3,3,5
6.0,6.42,6.61,6.47,5.9,6.0,6.4,6.0,1,2,6,0,0,2,0
6.2,6.57,6.55,6.47,6.86,6.2,6.6,6.15,3,2,6,4,1,3,1
7.2,6.91,6.61,6.63,6.7,7.0,6.48,6.83,8,2,8,3,4,3,3
7.0,6.57,6.69,6.63,6.8,7.0,6.6,7.0,3,2,8,4,4,3,4
7.3,6.87,6.55,6.63,6.91,7.3,7.23,7.3,8,2,8,4,5,7,5
6.1,6.87,6.43,6.51,6.18,6.85,6.78,6.05,8,1,6,1,4,4,0
6.4,6.72,6.47,6.28,6.4,6.4,6.48,6.4,5,1,3,2,2,3,2
7.1,6.45,6.43,6.63,7.1,7.1,6.6,7.1,1,1,8,5,5,3,4
6.8,6.49,6.6,6.47,7.05,6.38,6.6,6.8,2,2,6,5,2,3,3
6.2,6.45,6.41,6.63,6.45,6.39,6.48,6.2,1,1,8,2,2,3,1
6.5,6.62,6.66,6.63,7.17,6.2,6.48,6.5,4,2,8,5,1,3,2
7.0,6.91,6.47,6.63,7.0,6.97,6.48,7.0,8,1,8,5,4,3,4
7.8,6.87,6.47,6.63,7.74,7.8,7.74,7.8,8,1,8,8,7,9,7
5.9,6.75,6.41,6.51,6.08,6.2,6.49,6.5,6,1,6,1,1,3,2
6.2,6.57,6.41,6.28,6.34,6.23,6.4,6.2,3,1,3,2,1,2,1
6.1,6.49,6.55,6.47,6.1,6.65,6.48,6.1,2,2,6,1,3,3,1
6.4,6.34,6.43,6.51,6.25,6.45,6.49,6.4,0,1,6,1,2,3,2
7.6,6.91,6.51,6.63,7.65,7.2,6.4,7.6,8,1,8,8,5,2,6
5.9,6.41,6.58,6.51,5.9,6.32,6.48,6.1,1,2,6,0,2,3,1
6.4,6.46,6.43,6.63,6.67,6.4,6.72,6.2,1,1,8,3,2,4,1
5.9,6.5,6.54,6.28,6.15,5.9,6.48,5.9,2,1,3,1,0,3,0
7.7,6.91,6.65,6.28,6.52,7.7,6.48,7.7,8,2,3,3,7,3,7
7.2,6.57,6.6,6.63,6.65,6.58,6.6,7.2,3,2,8,3,3,3,5
5.9,6.57,6.41,6.46,5.9,6.1,6.48,5.9,3,1,6,0,1,3,0
6.2,6.8,6.58,6.47,6.2,6.6,6.48,6.63,7,2,6,1,3,3,3
6.5,6.44,6.6,6.63,6.5,6.5,6.48,6.3,1,2,8,3,2,3,1
7.7,6.7,6.65,6.63,7.21,7.1,6.48,7.3,5,2,8,6,5,3,5
6.1,6.4,6.56,6.47,6.14,6.3,6.49,6.1,0,2,6,1,1,3,1
7.4,6.58,6.47,6.63,7.4,6.43,6.6,6.5,3,1,8,6,2,3,2
6.5,6.42,6.53,6.46,6.78,6.5,6.6,6.65,1,1,6,4,2,3,3
5.9,6.45,6.31,6.51,5.9,6.1,6.48,5.9,1,0,6,0,1,3,0
6.5,6.42,7.1,6.47,6.87,6.4,6.7,6.5,1,5,6,4,2,4,2
6.7,6.6,6.53,6.63,6.88,7.03,6.6,6.3,4,1,8,4,4,3,1
6.2,6.45,6.54,6.47,6.2,6.55,6.43,6.2,1,1,6,1,2,2,1
6.2,6.46,6.6,6.47,6.4,6.45,6.48,6.2,1,2,6,2,2,3,1
7.2,6.87,6.51,6.63,7.33,6.6,6.6,6.55,8,1,8,6,3,3,2
6.1,6.6,6.66,6.57,6.31,6.38,6.48,6.7,4,2,7,2,2,3,3
6.9,6.87,6.4,6.57,6.88,6.9,6.48,6.9,8,1,7,4,4,3,4
6.6,6.45,6.55,6.63,6.43,6.56,6.48,6.6,1,2,8,2,2,3,2
6.5,6.58,6.41,6.63,6.64,6.15,6.72,6.55,3,1,8,3,1,4,2
7.3,6.59,6.41,6.63,7.3,7.3,6.78,7.3,3,1,8,6,5,4,5
6.9,6.53,6.42,6.63,6.53,6.9,6.48,6.75,2,1,8,3,4,3,3
6.8,6.61,6.43,6.63,6.48,6.68,6.49,6.95,4,1,8,2,3,3,4
6.3,6.75,6.53,6.42,6.15,6.3,6.48,6.3,6,1,5,1,1,3,1
6.4,6.4,6.53,6.63,6.3,6.21,6.48,6.4,0,1,8,2,1,3,2
6.5,6.66,6.53,6.63,6.89,6.25,6.56,6.63,4,1,8,4,1,3,3
6.3,6.56,6.4,6.47,7.07,6.45,6.72,6.3,3,1,6,5,2,4,1
6.1,6.34,6.55,6.63,6.1,6.62,6.49,6.1,0,2,8,1,3,3,1
5.8,6.42,6.41,6.47,5.8,6.6,6.48,5.8,1,1,6,0,3,3,0
7.1,6.6,6.81,6.47,6.6,6.55,6.48,7.1,4,3,6,3,2,3,4
7.4,6.8,6.58,6.58,6.82,6.68,6.48,7.4,7,2,7,4,3,3,5
7.0,6.75,6.69,6.36,6.3,6.43,6.48,7.0,6,2,5,2,2,3,4
6.5,6.42,6.47,6.63,6.36,6.47,6.48,6.5,1,1,8,2,2,3,2
6.9,6.62,6.5,6.63,6.77,6.44,6.48,7.0,4,1,8,4,2,3,4
6.5,6.99,6.47,6.36,6.5,6.63,6.56,6.5,9,1,5,3,3,3,2
6.4,6.45,6.47,6.47,6.4,6.4,6.7,6.4,1,1,6,2,2,4,2
7.1,6.45,6.47,6.69,6.65,6.7,6.48,7.2,1,1,9,3,3,3,5
6.2,6.45,6.6,6.63,6.2,6.2,6.43,6.2,1,2,8,1,1,2,1
8.5,6.91,6.64,6.51,6.82,6.66,6.48,8.5,8,2,6,4,3,3,9
6.3,6.87,6.61,6.63,6.3,6.66,6.48,6.3,8,2,8,2,3,3,1
6.2,6.42,6.66,6.63,6.3,6.38,6.48,6.2,1,2,8,2,2,3,1
7.6,6.58,6.54,6.47,6.93,6.58,6.48,7.6,3,1,6,4,3,3,6
6.0,6.49,6.41,6.47,5.95,5.9,6.4,6.0,2,1,6,0,0,2,0
6.8,6.66,7.1,6.46,6.53,6.8,6.48,6.8,4,5,6,3,3,3,3
5.8,6.4,6.55,6.47,5.8,6.52,6.6,5.8,0,2,6,0,2,3,0
6.5,6.42,6.41,6.63,6.5,6.5,6.75,6.36,1,1,8,3,2,4,2
6.0,6.42,6.58,6.47,6.0,6.57,6.7,6.65,1,2,6,0,2,4,3
6.5,6.44,6.55,6.47,6.43,6.3,6.49,6.5,1,2,6,2,1,3,2
6.5,6.7,6.6,6.63,6.57,6.5,6.48,6.12,5,2,8,3,2,3,1
6.6,6.61,6.43,6.47,6.93,6.43,6.48,6.6,4,1,6,4,2,3,2
6.8,6.4,6.53,6.57,6.8,6.7,6.48,6.8,0,1,7,4,3,3,3
6.3,6.53,6.6,6.63,6.3,6.3,6.48,6.3,2,2,8,2,1,3,1
5.9,6.6,6.41,6.47,6.0,5.9,6.4,6.2,4,1,6,0,0,2,1
6.9,6.57,6.55,6.63,6.58,6.7,6.66,6.85,3,2,8,3,3,4,3
7.1,6.58,6.55,6.63,6.83,7.1,6.68,6.85,3,2,8,4,5,4,3
6.7,6.42,6.43,6.63,6.88,6.6,6.6,6.7,1,1,8,4,3,3,3
6.3,6.49,6.4,6.47,6.35,6.3,6.49,6.3,2,1,6,2,1,3,1
6.6,6.4,6.47,6.63,6.6,6.6,6.75,6.6,0,1,8,3,3,4,2
7.7,6.57,6.6,6.63,7.22,6.75,6.72,7.7,3,2,8,6,3,4,7
6.7,6.42,6.48,6.63,6.7,6.45,6.6,6.7,1,1,8,3,2,3,3
6.8,6.4,6.66,6.63,6.81,6.93,6.48,6.8,0,2,8,4,4,3,3
6.6,6.4,6.47,6.69,6.6,6.7,6.78,6.6,0,1,9,3,3,4,2
6.0,6.42,6.63,6.4,6.69,6.44,6.48,6.0,1,2,5,3,2,3,0
5.9,6.61,6.56,6.42,6.37,6.39,6.48,5.9,4,2,5,2,2,3,0
6.2,6.72,6.43,6.75,6.96,6.46,6.4,6.25,5,1,9,5,2,2,1
7.2,6.49,6.65,6.63,7.32,7.2,6.75,7.0,2,2,8,6,5,4,4
6.5,6.91,6.43,6.47,6.93,6.53,6.49,6.2,8,1,6,4,2,3,1
5.8,6.42,6.66,6.42,6.32,6.1,6.48,5.8,1,2,5,2,1,3,0
6.8,6.45,6.48,6.47,6.95,6.8,6.72,6.8,1,1,6,5,3,4,3
5.8,6.49,6.43,6.63,5.8,6.15,6.4,5.8,2,1,8,0,1,2,0
6.1,6.58,6.65,6.46,6.07,6.69,6.48,6.1,3,2,6,1,3,3,1
6.1,6.87,6.62,6.46,6.08,5.95,6.49,6.1,8,2,6,1,0,3,1
6.7,6.42,6.63,6.47,6.7,6.32,6.4,6.7,1,2,6,3,2,2,3
6.1,6.4,6.6,6.47,6.37,6.33,6.6,6.1,0,2,6,2,2,3,1
6.5,6.45,6.69,6.46,6.43,6.25,6.48,6.55,1,2,6,2,1,3,2
6.8,6.58,6.42,6.63,6.75,7.05,6.48,6.8,3,1,8,4,4,3,3
8.1,6.75,6.62,6.63,7.09,6.64,6.48,8.1,6,2,8,5,3,3,8
6.1,6.34,6.6,6.42,6.4,6.1,6.48,6.1,0,2,5,2,1,3,1
6.2,6.44,6.65,6.47,6.75,6.72,6.49,6.2,1,2,6,4,3,3,1
6.4,6.4,6.43,6.47,6.55,6.55,6.6,6.1,0,1,6,3,2,3,1
6.2,6.42,6.41,6.47,6.23,6.2,6.52,6.17,1,1,6,1,1,3,1
6.2,6.4,6.51,6.63,6.2,6.5,6.49,6.95,0,1,8,1,2,3,4
5.8,6.61,6.51,6.47,5.97,6.41,6.49,5.8,4,1,6,0,2,3,0
7.3,6.57,6.56,6.63,6.93,6.72,6.48,7.3,3,2,8,4,3,3,5
7.9,6.87,6.64,6.46,6.93,6.73,6.48,7.9,8,2,6,4,3,3,7
5.8,6.58,7.0,6.47,6.39,6.66,6.48,5.8,3,4,6,2,3,3,0
6.2,6.61,6.57,6.47,6.2,6.88,6.6,6.25,4,2,6,1,4,3,1
6.9,6.49,6.61,6.47,6.9,6.9,6.7,6.9,2,2,6,4,4,4,4
5.9,6.75,6.56,6.63,6.68,6.32,6.48,5.85,6,2,8,3,2,3,0
7.0,6.71,6.66,6.63,6.93,6.74,6.48,7.0,5,2,8,4,3,3,4
6.4,6.45,6.51,6.42,6.4,6.4,6.4,6.4,1,1,5,2,2,2,2
7.1,6.75,6.6,6.63,7.7,7.1,7.23,6.95,6,2,8,8,5,7,4
7.4,6.6,7.0,6.63,6.65,7.26,6.6,7.4,4,4,8,3,5,3,5
6.2,6.42,6.68,6.63,6.07,6.2,6.48,6.2,1,2,8,1,1,3,1
6.0,6.69,6.6,6.63,6.47,6.41,6.6,6.0,5,2,8,2,2,3,0
7.1,6.53,6.55,6.51,6.5,6.53,6.48,7.1,2,2,6,3,2,3,4
6.2,6.45,6.61,6.4,6.69,6.42,6.49,6.2,1,2,5,3,2,3,1
6.4,6.45,6.61,6.63,6.72,6.63,6.49,6.4,1,2,8,4,3,3,2
6.4,6.42,6.74,6.47,6.54,6.9,6.7,6.15,1,3,6,3,4,4,1
6.3,6.8,6.47,6.47,6.37,6.3,6.78,6.3,7,1,6,2,1,4,1
7.3,6.59,6.79,6.63,6.83,6.7,6.48,7.3,3,3,8,4,3,3,5
6.6,6.53,6.31,6.63,6.6,6.6,6.46,6.35,2,0,8,3,3,3,2
7.5,6.61,6.56,6.63,6.62,6.61,6.48,7.5,4,2,8,3,3,3,6
6.9,6.61,6.48,6.63,6.66,6.77,6.6,6.53,4,1,8,3,3,3,2
6.2,6.65,6.61,6.63,6.25,6.54,6.48,6.2,4,2,8,1,2,3,1
6.2,6.42,6.51,6.63,6.2,6.2,6.35,6.2,1,1,8,1,1,2,1
6.3,6.75,6.76,6.51,6.62,6.32,6.48,6.3,6,3,6,3,2,3,1
6.2,6.69,6.5,6.47,6.2,6.49,6.49,6.23,5,1,6,1,2,3,1
6.6,6.45,6.47,6.47,6.6,6.6,6.66,6.6,1,1,6,3,3,4,2
7.4,6.8,6.63,6.63,7.4,7.4,6.66,6.75,7,2,8,6,6,4,3
6.5,6.46,6.61,6.47,6.35,6.54,6.48,6.5,1,2,6,2,2,3,2
6.1,6.58,6.41,6.63,6.1,6.1,6.48,6.05,3,1,8,1,1,3,0
5.9,6.45,6.53,6.36,5.9,6.37,6.48,5.9,1,1,5,0,2,3,0
6.7,6.4,6.62,6.63,6.54,6.64,6.49,6.7,0,2,8,3,3,3,3
7.1,6.4,6.55,6.63,7.1,7.1,7.12,7.1,0,2,8,5,5,6,4
7.2,6.44,6.76,6.51,6.82,6.32,6.48,7.2,1,3,6,4,2,3,5
6.1,6.42,6.47,6.36,5.95,6.1,6.78,6.1,1,1,5,0,1,4,1
6.5,6.46,6.4,6.47,6.6,6.55,6.76,6.5,1,1,6,3,2,4,2
7.3,6.5,6.6,6.47,6.8,6.68,6.49,7.3,2,2,6,4,3,3,5
6.4,6.65,6.51,6.47,6.25,6.83,6.49,6.4,4,1,6,1,3,3,2
6.5,6.75,6.41,6.46,6.45,6.5,6.49,6.5,6,1,6,2,2,3,2
6.5,6.53,6.47,6.47,6.86,6.5,6.78,6.5,2,1,6,4,2,4,2
6.0,6.89,6.6,6.63,6.81,6.66,6.48,6.7,8,2,8,4,3,3,3
7.5,6.71,6.58,6.58,6.82,6.68,6.48,7.5,5,2,7,4,3,3,6
6.5,6.62,6.42,6.69,6.35,6.7,6.48,6.5,4,1,9,2,3,3,2
6.3,6.4,6.57,6.63,6.3,6.47,6.6,6.3,0,2,8,2,2,3,1
6.1,6.34,6.43,6.63,6.1,6.1,6.52,6.03,0,1,8,1,1,3,0
7.6,6.87,6.53,6.47,6.8,6.6,6.48,7.6,8,1,6,4,3,3,6
5.9,6.42,6.56,6.42,6.28,6.44,6.48,5.9,1,2,5,2,2,3,0
7.0,6.78,6.63,6.47,6.85,6.43,6.48,7.0,6,2,6,4,2,3,4
6.1,6.58,6.55,6.47,6.25,6.25,6.48,6.1,3,2,6,1,1,3,1
6.3,6.71,6.47,6.47,6.17,6.3,6.48,6.3,5,1,6,1,1,3,1
5.9,6.4,6.43,6.63,5.9,6.35,6.6,6.05,0,1,8,0,2,3,0
6.5,6.44,6.76,6.63,6.5,6.57,6.48,6.5,1,3,8,3,2,3,2
6.7,6.99,6.6,6.58,6.93,6.53,6.48,6.5,9,2,7,4,2,3,2
5.8,6.4,6.43,6.63,5.8,5.8,6.4,5.8,0,1,8,0,0,2,0
7.1,6.34,6.64,6.63,6.6,6.62,6.48,7.1,0,2,8,3,3,3,4
6.7,6.56,6.63,6.63,6.5,6.55,6.48,6.7,3,2,8,3,2,3,3
6.2,6.57,6.62,6.51,6.6,6.74,6.48,6.1,3,2,6,3,3,3,1
7.3,6.53,6.57,6.4,6.34,7.3,6.4,7.3,2,2,5,2,5,2,5
6.7,6.42,6.6,6.47,6.55,6.46,6.48,6.7,1,2,6,3,2,3,3
7.3,6.78,6.63,6.63,6.93,6.4,6.72,6.65,6,2,8,4,2,4,3
6.1,6.57,6.41,6.63,6.93,6.4,6.72,6.42,3,1,8,4,2,4,2
6.1,6.42,6.4,6.63,6.1,6.46,6.48,6.3,1,1,8,1,2,3,1
6.2,6.45,6.54,6.47,6.0,6.2,6.81,6.2,1,1,6,0,1,4,1
6.8,6.75,6.56,6.47,6.6,6.72,6.49,6.5,6,2,6,3,3,3,2
5.8,6.42,6.58,6.36,6.05,6.42,6.48,5.8,1,2,5,1,2,3,0
6.7,6.75,7.08,6.63,6.7,6.7,6.48,6.7,6,5,8,3,3,3,3
6.7,6.42,6.53,6.46,6.3,6.7,6.48,6.7,1,1,6,2,3,3,3
6.7,6.44,6.43,6.69,6.7,6.33,6.48,6.7,1,1,9,3,2,3,3
7.0,6.53,6.58,6.68,6.42,7.0,6.54,7.0,2,2,9,2,4,3,4
6.7,6.65,6.41,6.63,6.9,6.7,6.52,6.27,4,1,8,4,3,3,1
7.6,6.42,6.93,6.47,7.06,6.69,6.48,7.6,1,4,6,5,3,3,6
6.5,6.42,6.47,6.63,6.5,6.5,6.95,6.5,1,1,8,3,2,5,2
6.4,6.87,6.43,6.36,6.34,6.25,6.48,6.4,8,1,5,2,1,3,2
7.2,6.44,6.53,6.63,7.0,6.7,6.48,7.2,1,1,8,5,3,3,5
6.0,6.6,6.31,6.69,6.9,6.7,6.78,6.0,4,0,9,4,3,4,0
6.3,6.56,6.41,6.63,6.3,6.05,6.4,6.3,3,1,8,2,0,2,1
5.8,6.34,6.43,6.69,6.05,6.58,6.48,6.03,0,1,9,1,3,3,0
7.7,6.75,6.61,6.63,7.12,7.38,6.6,7.15,6,2,8,5,6,3,5
5.9,6.42,6.5,6.4,5.9,5.9,6.48,5.9,1,1,5,0,0,3,0
7.1,6.6,6.47,6.47,6.12,6.7,6.4,7.1,4,1,6,1,3,2,4
6.6,6.65,6.43,6.63,6.45,6.6,6.4,6.6,4,1,8,2,3,2,2
7.3,6.89,6.61,6.63,7.14,6.95,7.23,7.3,8,2,8,5,4,7,5
6.6,6.42,6.65,6.63,6.65,7.05,6.48,6.6,1,2,8,3,4,3,2
6.6,6.57,6.68,6.63,6.64,6.66,6.48,6.2,3,2,8,3,3,3,1
6.1,6.45,6.5,6.47,6.3,6.39,6.48,6.1,1,1,6,2,2,3,1
6.0,6.6,6.66,6.51,6.35,6.55,6.48,6.0,4,2,6,2,2,3,0
6.2,6.45,6.47,6.47,6.2,6.12,6.48,6.2,1,1,6,1,1,3,1
6.4,6.6,6.64,6.63,6.58,6.97,6.49,6.4,4,2,8,3,4,3,2
6.2,6.6,6.58,6.63,6.34,6.38,6.48,6.17,4,2,8,2,2,3,1
6.4,6.58,6.51,6.47,6.68,6.4,6.4,6.4,3,1,6,3,2,2,2
5.9,6.45,6.6,6.63,5.9,6.28,6.48,6.4,1,2,8,0,1,3,2
7.0,6.61,6.57,6.63,7.22,6.75,6.72,7.0,4,2,8,6,3,4,4
6.3,6.67,6.43,6.51,6.25,6.49,6.48,6.4,5,1,6,1,2,3,2
7.1,6.6,6.41,6.36,6.68,6.61,6.48,7.1,4,1,5,3,3,3,4
6.1,6.46,6.4,6.63,6.1,6.2,6.8,6.53,1,1,8,1,1,4,2
6.5,6.7,6.43,6.36,6.4,6.3,6.56,6.5,5,1,5,2,1,3,2
6.7,6.61,6.58,6.47,6.57,6.6,6.66,6.4,4,2,6,3,3,4,2
6.5,6.45,6.41,6.47,6.83,6.5,6.6,6.35,1,1,6,4,2,3,2
6.6,6.45,6.47,6.69,6.6,6.6,6.48,6.8,1,1,9,3,3,3,3
6.0,6.44,6.58,6.47,6.6,6.54,6.78,6.0,1,2,6,3,2,4,0
6.9,6.56,6.41,6.63,6.9,6.46,6.48,6.9,3,1,8,4,2,3,4
6.7,6.49,6.64,6.63,6.7,6.6,6.52,6.7,2,2,8,3,3,3,3
6.3,6.72,6.69,6.47,6.82,6.39,6.48,6.53,5,2,6,4,2,3,2
6.6,6.42,6.81,6.46,6.6,6.6,6.6,6.6,1,3,6,3,3,3,2
6.2,6.4,6.4,6.47,6.2,6.2,6.6,6.2,0,1,6,1,1,3,1
6.9,6.5,6.57,6.63,6.75,6.9,6.4,6.9,2,2,8,4,4,2,4
6.5,6.42,6.69,6.63,6.5,6.44,6.48,6.5,1,2,8,3,2,3,2
6.2,6.42,6.61,6.63,6.2,6.22,6.48,6.2,1,2,8,1,1,3,1
7.2,6.75,6.47,6.63,7.2,7.09,6.4,6.8,6,1,8,6,4,2,3
7.1,6.5,6.43,6.63,6.83,7.2,6.68,7.1,2,1,8,4,5,4,4
5.9,6.4,6.7,6.63,5.95,6.34,6.48,5.9,0,2,8,0,2,3,0
6.9,6.44,6.51,6.63,6.73,6.44,6.49,6.9,1,1,8,4,2,3,4
5.8,6.49,6.55,6.47,5.8,6.14,6.72,6.4,2,2,6,0,1,4,2
6.9,6.45,6.58,6.63,6.9,6.93,6.49,6.9,1,2,8,4,4,3,4
6.8,6.65,6.53,6.63,7.22,6.8,6.48,6.8,4,1,8,6,3,3,3
7.1,6.4,6.61,6.69,7.02,6.7,6.78,7.1,0,2,9,5,3,4,4
6.8,6.42,6.41,6.47,6.8,6.8,6.6,6.8,1,1,6,4,3,3,3
7.9,6.75,6.64,6.51,6.86,6.73,7.23,7.9,6,2,6,4,3,7,7
6.0,6.58,6.64,6.63,6.36,6.22,6.48,6.0,3,2,8,2,1,3,0
6.4,6.4,6.58,6.4,6.92,6.4,6.68,6.8,0,2,5,4,2,4,3
6.0,6.5,6.69,6.46,6.73,6.34,6.48,6.0,2,2,6,4,2,3,0
7.6,6.58,6.64,6.63,7.3,7.6,6.78,7.3,3,2,8,6,6,4,5
7.0,6.62,6.58,6.47,6.92,6.62,6.68,7.0,4,2,6,4,3,4,4
7.8,6.69,6.43,6.63,7.1,6.88,6.6,7.8,5,1,8,5,4,3,7
6.6,6.4,6.64,6.63,6.63,6.6,6.48,6.6,0,2,8,3,3,3,2
6.9,6.45,6.56,6.63,7.05,6.85,6.6,6.9,1,2,8,5,4,3,4
6.3,6.62,6.58,6.63,6.7,6.25,6.6,6.23,4,2,8,3,1,3,1
7.1,6.7,6.57,6.47,6.93,6.9,6.49,6.75,5,2,6,4,4,3,3
6.8,6.78,6.43,6.51,6.8,6.45,6.48,6.8,6,1,6,4,2,3,3
6.4,6.42,6.51,6.63,6.55,6.35,6.4,6.4,1,1,8,3,2,2,2
6.9,6.75,6.55,6.63,6.9,6.9,6.73,6.9,6,2,8,4,4,4,4
6.6,6.34,6.65,6.63,6.4,6.51,6.68,6.6,0,2,8,2,2,4,2
6.6,6.4,6.4,6.63,6.6,6.6,6.35,6.6,0,1,8,3,3,2,2
6.7,6.49,6.47,6.28,6.7,6.41,6.49,6.7,2,1,3,3,2,3,3
6.4,6.42,6.43,6.69,6.4,6.7,6.48,6.4,1,1,9,2,3,3,2
6.7,6.46,6.55,6.42,6.7,6.42,6.48,6.7,1,2,5,3,2,3,3
7.1,6.66,6.48,6.46,6.86,7.1,6.48,7.1,4,1,6,4,5,3,4
6.9,6.99,6.43,6.28,6.77,6.9,6.48,6.9,9,1,3,4,4,3,4
6.5,6.4,6.57,6.47,6.87,6.45,6.72,6.5,0,2,6,4,2,4,2
6.4,6.58,6.47,6.57,6.18,6.35,6.4,6.4,3,1,7,1,2,2,2
6.8,6.4,6.43,6.47,7.24,6.8,6.86,6.7,0,1,6,6,3,5,3
7.2,6.62,6.66,6.63,7.2,6.72,6.48,7.0,4,2,8,6,3,3,4
6.9,6.8,6.54,6.63,6.9,6.8,6.6,6.33,7,1,8,4,3,3,1
7.1,6.62,6.57,6.47,6.65,6.68,6.49,7.1,4,2,6,3,3,3,4
5.8,6.57,6.81,6.46,5.8,5.8,6.6,5.8,3,3,6,0,0,3,0
7.7,6.34,6.43,6.63,7.7,6.64,6.49,7.7,0,1,8,8,3,3,7
6.6,6.45,6.55,6.63,6.42,6.6,6.6,6.6,1,2,8,2,3,3,2
7.8,6.67,6.87,6.63,6.9,6.97,6.48,7.8,5,3,8,4,4,3,7
7.4,6.4,6.48,6.69,7.4,6.7,6.76,7.4,0,1,9,6,3,4,5
6.9,6.42,6.66,6.63,7.1,6.55,6.6,6.9,1,2,8,5,2,3,4
7.3,6.65,6.66,6.63,7.22,7.06,7.01,6.7,4,2,8,6,4,6,3
6.1,6.44,6.4,6.63,6.1,6.3,6.49,6.1,1,1,8,1,1,3,1
6.4,6.65,6.96,6.46,6.18,6.32,6.48,6.4,4,4,6,1,2,3,2
6.9,6.44,6.5,6.63,6.65,6.9,6.72,6.9,1,1,8,3,4,4,4
6.3,6.44,6.55,6.63,6.75,6.3,6.66,6.3,1,2,8,4,1,4,1
6.5,6.45,6.56,6.63,6.51,6.48,6.48,6.2,1,2,8,3,2,3,1
6.1,6.45,6.31,6.47,6.1,6.1,6.6,6.3,1,0,6,1,1,3,1
6.0,6.65,6.41,6.63,6.0,6.11,6.48,6.0,4,1,8,0,1,3,0
7.1,6.4,7.26,6.63,6.9,7.1,6.86,6.7,0,6,8,4,5,5,3
6.2,6.65,6.47,6.58,6.52,6.18,6.4,6.2,4,1,7,3,1,2,1
6.2,6.49,6.42,6.47,6.2,6.2,6.48,6.2,2,1,6,1,1,3,1
6.4,6.62,6.41,6.47,6.35,6.2,6.4,6.4,4,1,6,2,1,2,2
7.4,6.75,6.65,6.63,6.63,7.4,6.65,7.4,6,2,8,3,6,4,5
6.7,6.77,6.51,6.63,6.26,6.5,6.4,6.7,6,1,8,2,2,2,3
6.4,6.57,6.54,6.63,6.26,6.5,6.4,6.4,3,1,8,2,2,2,2
6.2,6.61,6.53,6.47,6.3,6.4,6.49,6.2,4,1,6,2,2,3,1
5.8,6.41,6.47,6.36,6.47,6.38,6.48,5.8,1,1,5,2,2,3,0
6.3,6.67,6.47,6.63,6.61,6.44,6.49,6.45,5,1,8,3,2,3,2
6.5,6.58,6.43,6.69,6.55,6.7,6.48,6.5,3,1,9,3,3,3,2
6.9,6.62,6.5,6.47,6.9,6.9,6.6,7.15,4,1,6,4,4,3,5
6.4,6.42,6.6,6.58,6.63,6.45,6.43,6.4,1,2,7,3,2,2,2
5.9,6.61,6.4,6.63,6.15,5.9,6.4,6.03,4,1,8,1,0,2,0
6.4,6.87,6.47,6.63,6.25,6.36,6.66,6.6,8,1,8,1,2,4,2
6.4,6.42,6.43,6.63,6.42,6.52,6.6,6.4,1,1,8,2,2,3,2
7.2,6.67,6.47,6.63,7.04,6.37,6.76,7.2,5,1,8,5,2,4,5
6.1,6.56,6.43,6.63,6.1,6.5,6.48,6.17,3,1,8,1,2,3,1
8.2,6.77,6.87,6.63,6.88,6.97,6.48,8.2,6,3,8,4,4,3,8
7.2,6.44,6.56,6.63,6.53,6.85,6.6,7.2,1,2,8,3,4,3,5
6.5,6.7,6.43,6.46,6.45,6.73,6.49,6.57,5,1,6,2,3,3,2
5.8,6.6,6.47,6.63,5.9,5.8,6.4,6.48,4,1,8,0,0,2,2
6.3,6.45,6.41,6.63,6.48,6.18,6.76,6.3,1,1,8,2,1,4,1
6.3,6.7,6.41,6.47,6.3,6.3,6.6,6.25,5,1,6,2,1,3,1
7.6,6.61,6.41,6.36,6.53,6.46,6.6,7.6,4,1,5,3,2,3,6
6.9,6.46,6.43,6.63,6.9,6.45,6.48,6.9,1,1,8,4,2,3,4
6.6,6.34,6.63,6.63,6.65,6.67,6.73,6.43,0,2,8,3,3,4,2
6.7,6.65,6.47,6.51,6.16,6.41,6.48,6.7,4,1,6,1,2,3,3
6.4,6.58,6.5,6.69,6.4,6.7,6.48,6.4,3,1,9,2,3,3,2
7.1,6.7,7.0,6.47,6.89,7.1,6.48,6.72,5,4,6,4,5,3,3
